CORR RATIFICATIONS,CORRECTION,CORRECTION,True
CORR RE INS,CORRECTION,CORRECTION,True
CORR RE INS MTG,CORRECTION,CORRECTION,True
CORR REDEMP,CORRECTION,CORRECTION,True
CORR REDEMP DEED,CORRECTION,CORRECTION,True
CORR REINSCRI,CORRECTION,CORRECTION,True
CORR REL,CORRECTION,CORRECTION,True
CORR REL OGML,CORRECTION,CORRECTION,True
CORR RELEASE,CORRECTION,CORRECTION,True
CORR RELEASE OG,CORRECTION,CORRECTION,True
CORR RELEASE OGML,CORRECTION,CORRECTION,True
CORR REMD DEED,CORRECTION,CORRECTION,True
CORR RENUN,CORRECTION,CORRECTION,True
CORR RENUNC & P/ATTY,CORRECTION,CORRECTION,True
CORR REQ FOR NTC SZU,CORRECTION,CORRECTION,True
CORR RESCEND ORDER O,CORRECTION,CORRECTION,True
CORR RESOL/MERGER,CORRECTION,CORRECTION,True
CORR RESOLU,CORRECTION,CORRECTION,True
CORR RESOLUTION,RESOLUTION,CORRECTION,False
CORR RESOLUTON,RESOLUTION,CORRECTION,False
CORR RESTR,CORRECTION,CORRECTION,True
CORR RESTRICT & R/W,CORRECTION,CORRECTION,True
CORR RESTRICTIONS,CORRECTION,CORRECTION,True
CORR REV COM PRP SET,CORRECTION,CORRECTION,True
CORR REVOC P/ATTY,CORRECTION,CORRECTION,True
CORR REVOC TRUST,CORRECTION,CORRECTION,True
CORR RIGHT OF USE,CORRECTION,CORRECTION,True
CORR ROY DEED,CORRECTION,CORRECTION,True
CORR ROY DNATION,CORRECTION,CORRECTION,True
CORR ROYALTY DEED,CORRECTION,CORRECTION,True
CORR RT OF HABITATIO,CORRECTION,CORRECTION,True
CORR SAL & ASSUMP,CORRECTION,CORRECTION,True
CORR SALE,CORRECTION,CORRECTION,True
CORR SALE & AFF,CORRECTION,CORRECTION,True
CORR SALE & ASSIGN,CORRECTION,CORRECTION,True
CORR SALE & ASSIGN L,CORRECTION,CORRECTION,True
CORR SALE & ASSIGN M,ASSIGNMENT,CORRECTION,False
CORR SALE & ASSUMP,CORRECTION,CORRECTION,True
CORR SALE & ASSUMP O,CORRECTION,CORRECTION,True
CORR SALE & ASSUMPT,CORRECTION,CORRECTION,True
CORR SALE & ASSUMPTI,CORRECTION,CORRECTION,True
CORR SALE & CORR,CORRECTION,CORRECTION,True
CORR SALE & DECL IMM,CORRECTION,CORRECTION,True
CORR SALE & DONATION,CORRECTION,CORRECTION,True
CORR SALE & PLAT,CORRECTION,CORRECTION,True
CORR SALE & PLAT ETC,CORRECTION,CORRECTION,True
CORR SALE & Q/C DEED,CORRECTION,CORRECTION,True
CORR SALE & R/W,CORRECTION,CORRECTION,True
CORR SALE & RATIF,CORRECTION,CORRECTION,True
CORR SALE & RESOL,CORRECTION,CORRECTION,True
CORR SALE & SHERIFFS,CORRECTION,CORRECTION,True
CORR SALE (WITH P/AT,CORRECTION,CORRECTION,True
CORR SALE COM PRP &,CORRECTION,CORRECTION,True
CORR SALE ETC,CORRECTION,CORRECTION,True
CORR SALE EXCH PART&,CORRECTION,CORRECTION,True
CORR SALE LAND,CORRECTION,CORRECTION,True
CORR SALE LAND & COR,CORRECTION,CORRECTION,True
CORR SALE LAND & P/A,CORRECTION,CORRECTION,True
CORR SALE LAND & PLA,CORRECTION,CORRECTION,True
CORR SALE LAND & Q/C,CORRECTION,CORRECTION,True
CORR SALE LAND ETC,CORRECTION,CORRECTION,True
CORR SALE MOVABLE,CORRECTION,CORRECTION,True
CORR SALE PARTN ETC,CORRECTION,CORRECTION,True
CORR SALE V/L,CORRECTION,CORRECTION,True
CORR SALE, PARTIT &,CORRECTION,CORRECTION,True
CORR SALE,EXCH,PART&,CORRECTION,CORRECTION,True
CORR SALE/LD,CORRECTION,CORRECTION,True
CORR SAND/SOIL LEASE,CORRECTION,CORRECTION,True
CORR SEISMIC OPT AGR,CORRECTION,CORRECTION,True
CORR SEISMIC PERMIT,CORRECTION,CORRECTION,True
CORR SEP JUDG,CORRECTION,CORRECTION,True
CORR SERV AGM,CORRECTION,CORRECTION,True
CORR SETTL,CORRECTION,CORRECTION,True
CORR SETTLMT,CORRECTION,CORRECTION,True
CORR SH SALE,CORRECTION,CORRECTION,True
CORR SHERIFF DEED,CORRECTION,CORRECTION,True
CORR SHERIFF SALE,CORRECTION,CORRECTION,True
CORR SHERIFFS DEED,CORRECTION,CORRECTION,True
CORR SLE LAND,CORRECTION,CORRECTION,True
CORR SMALL SUCCN AFF,CORRECTION,CORRECTION,True
CORR SUBLEASE,CORRECTION,CORRECTION,True
CORR SUBLSE,CORRECTION,CORRECTION,True
CORR SUBOR,CORRECTION,CORRECTION,True
CORR SUCCN ETC,CORRECTION,CORRECTION,True
CORR TAX CREDIT REG,CORRECTION,CORRECTION,True
CORR TAX LIEN,CORRECTION,CORRECTION,True
CORR TAX SALE,CORRECTION,CORRECTION,True
CORR TERM & R/W ETC,CORRECTION,CORRECTION,True
CORR TERM OF TRUST E,CORRECTION,CORRECTION,True
CORR TERM OF USUFRUC,CORRECTION,CORRECTION,True
CORR TERM TRUST ETC,CORRECTION,CORRECTION,True
CORR TR AGREE,CORRECTION,CORRECTION,True
CORR TRANS,CORRECTION,CORRECTION,True
CORR TRANS SEP PROP,CORRECTION,CORRECTION,True
CORR TRANSFER,CORRECTION,CORRECTION,True
CORR TRANSFER ETC,CORRECTION,CORRECTION,True
CORR TRANSFER OF TRU,CORRECTION,CORRECTION,True
CORR TRANSMU AGREE,CORRECTION,CORRECTION,True
CORR TRUST,CORRECTION,CORRECTION,True
CORR TRUST & DONA,CORRECTION,CORRECTION,True
CORR TRUST AGREE,CORRECTION,CORRECTION,True
CORR TRUST ETC,CORRECTION,CORRECTION,True
CORR TRUSTEE DEED,CORRECTION,CORRECTION,True
CORR V/ LIEN,CORRECTION,CORRECTION,True
CORR V/L,CORRECTION,CORRECTION,True
CORR V/L & ENDRS,CORRECTION,CORRECTION,True
CORR V/L & PLAT,CORRECTION,CORRECTION,True
CORR V/LIEN,CORRECTION,CORRECTION,True
CORR V/LIEN & DATION,CORRECTION,CORRECTION,True
CORR V/LIEN & MTG,CORRECTION,CORRECTION,True
CORR V/LIEN & PLAT,CORRECTION,CORRECTION,True
CORR VENDORS LIEN,CORRECTION,CORRECTION,True
CORR W DEED & DECL O,CORRECTION,CORRECTION,True
CORR W/DEED,CORRECTION,CORRECTION,True
CORR WAIVER,CORRECTION,CORRECTION,True
CORR WAR DEED,CORRECTION,CORRECTION,True
CORR WARR DEED,CORRECTION,CORRECTION,True
CORR WARR DEED & PLA,CORRECTION,CORRECTION,True
CORR WARR DEED`,CORRECTION,CORRECTION,True
CORR WARRANTY & PLAT,CORRECTION,CORRECTION,True
CORR WARRANTY DEED,CASH SALE,CORRECTION,False
CORR WARRANTY DEED &,CASH SALE,CORRECTION,False
CORR&RAT OGML,CORRECTION,CORRECTION,True
CORR. DEED,CORRECTION,CORRECTION,True
CORR/ RATIF,CORRECTION,CORRECTION,True
CORR/ SETTL,CORRECTION,CORRECTION,True
CORR/CHG ADDRESS,CORRECTION,CORRECTION,True
CORR/PAR REL LSE,CORRECTION,CORRECTION,True
CORR/RAT ROY DEED,CORRECTION,CORRECTION,True
CORR/RTF ASSIGN,CORRECTION,CORRECTION,True
CORR/RTF OGML,CORRECTION,CORRECTION,True
CORREC,CORRECTION,CORRECTION,True
CORREC SALE,CORRECTION,CORRECTION,True
CORRECT,CORRECTION,CORRECTION,True
CORRECT AGMT,CORRECTION,CORRECTION,True
CORRECT ASSIGN,CORRECTION,CORRECTION,True
CORRECT DEED,CORRECTION,CORRECTION,True
CORRECT DONA.,CORRECTION,CORRECTION,True
CORRECT LEASE,CORRECTION,CORRECTION,True
CORRECT PART,CORRECTION,CORRECTION,True
CORRECT SALE,CORRECTION,CORRECTION,True
CORRECT TRUST,CORRECTION,CORRECTION,True
CORRECT V/L ETC,CORRECTION,CORRECTION,True
CORRECT/AMEND OF LEA,CORRECTION,CORRECTION,True
CORRECTED DATION,CORRECTION,CORRECTION,True
CORRECTED PATENT,CORRECTION,CORRECTION,True
CORRECTED V/LIEN,CORRECTION,CORRECTION,True
CORRECTION,CORRECTION,CORRECTION,True
CORRECTION ETC,CORRECTION,CORRECTION,True
CORS DEED,CORRECTION,CORRECTION,True
COUNTER LETTER,NOTICE,SUBORDINATION,False
COUNTER LTR ETC,NOTICE,SUBORDINATION,False
COUNTER LTR OPTN,NOTICE,SUBORDINATION,False
COUNTERLETTER,NOTICE,SUBORDINATION,False
CRAWFISH LEASE,LEASE,LEASE,True
CRDTRS NOTICE,CREDIT SALE,NOTICE,False
CREATE TRST,AFFIDAVIT,TRUST,False
CREATION DOWRY TRUST,TRUST ,TRUST,False
CREATION OF TRUST,TRUST ,TRUST,False
CREDIT AGREE,CREDIT SALE,AGREEMENT,False
CREDIT SALE,CREDIT SALE,CREDIT SALE,True
CREDIT SALE OF MINER,CREDIT SALE,CREDIT SALE,True
CROP LIEN,LIEN,LIEN,True
CROP SHR LEASE,LEASE,LEASE,True
CROSS ASSIGN & PLAT,ASSIGNMENT,ASSIGNMENT,True
CROSS COLL, DEFAULT,,CREDIT SALE,TRANSFER,False
CROSS CONVEY,CASH SALE,TRANSFER,False
CROSS CONVEY ASSIGN,ASSIGNMENT,TRANSFER,False
CRT NON ATTCHMNT,CERTIFICATE,CERTIFICATE,True
CRTF CMP LQDTN,CREDIT SALE,CERTIFICATE,False
CRTF OF SB COMPL,RATIFICATION,CERTIFICATE,False
CRTF SUB COMPLE,SUBORDINATION,CERTIFICATE,False
CRTIF OF SB CMPL,CERTIFICATE,CERTIFICATE,True
CURATOR LETTRS,NOTICE,AFFIDAVIT,False
CUSTOD AUTH,NOTICE,AGREEMENT,False
CUSTODY,NOTICE,AGREEMENT,False
CUSTODY AFF,NOTICE,AGREEMENT,False
CUSTODY BY MANDATE,NOTICE,AGREEMENT,False
CUSTODY FORM,NOTICE,AGREEMENT,False
CUSTODY JUDG,NOTICE,JUDGMENT,False
CUSTODY MANDATE,NOTICE,AGREEMENT,False
CUSTODY OF MINOR,NOTICE,AGREEMENT,False
D/TR & ASGN ETC,ASSIGNMENT,ASSIGNMENT,True
DAM REL & P/L R/WAY,RELEASE,RIGHT OF WAY,False
DAM REL AGREE,RELEASE,AGREEMENT,False
DAMAGE,DATION EN PAIMENT,AFFIDAVIT,False
DAMAGE REL,RELEASE,RELEASE,True
DAMAGE REL & SURF US,RELEASE,RELEASE,True
DAMAGE REL & SURFACE,RELEASE,RELEASE,True
DAMAGE REL&AGRE,AGREEMENT,RELEASE,False
DAMAGE REL&SURF AGRE,AGREEMENT,RELEASE,False
DAMAGE RELEASE,RELEASE,RELEASE,True
DAT EN PAIEMENT,DATION EN PAIMENT,DATION EN PAIMENT,True
DAT EN PAIMENT,DATION EN PAIMENT,DATION EN PAIMENT,True
DATIN EN PAIMENT,DATION EN PAIMENT,DATION EN PAIMENT,True
DATIN EN PAIMNT,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION & ASSUMP,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION & RATIF,RATIFICATION,DATION EN PAIMENT,False
DATION EM PAIMENT,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EM PMNT,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PAIE,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PAIEM,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PAIEMENT,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PAIME,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PAIMENT,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PAIMN,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PAIMT,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PAMNT,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PMENT,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PMNT,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PMNT & P/A,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PMNT & PLA,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PMNT ETC,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PMNT PARTI,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PMT,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION EN PNMT,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION ETC,DATION EN PAIMENT,DATION EN PAIMENT,True
DATION/ CMM STTL,DATION EN PAIMENT,DATION EN PAIMENT,True
DATON EN PAIEMNT,DATION EN PAIMENT,DATION EN PAIMENT,True
DEATH & HRSHP AF,OATH OF OFFICE,AFFIDAVIT,False
DEATH & HRSP AFF,OATH OF OFFICE,AFFIDAVIT,False
DEATH CERT,CERTIFICATE,CERTIFICATE,True
DEATH CERTIF,CERTIFICATE,CERTIFICATE,True
DEATH CERTIFICATE,CERTIFICATE,CERTIFICATE,True
DEATH,HR SHP AFF,OATH OF OFFICE,AFFIDAVIT,False
DEATH/ HEIR AFF,AFFIDAVIT,AFFIDAVIT,True
DEBT CONSERVATION CO,NOTICE,CONTRACT,False
DEBTORS PLAN ETC,NOTICE,AGREEMENT,False
DEC CHNG OF DOM,DEPOSIT,DECLARATION,False
DEC PARA PHRNLTY,DECLARATION,DECLARATION,True
DEC SEISMIC OP AGREE,AGREEMENT,DECLARATION,False
DEC SEP FUNDS,NOTICE,DECLARATION,False
DEC SEP PROP,NOTICE,DECLARATION,False
DEC SEP PROPERTY,NOTICE,DECLARATION,False
DEC/CHG/ DOMICLE,DECLARATION,DECLARATION,True
DECL,DECLARATION,DECLARATION,True
DECL & ACKNW,DECLARATION,DECLARATION,True
DECL & AMND LSE,DECLARATION,DECLARATION,True
DECL & ASSIGN,ASSIGNMENT,DECLARATION,False
DECL & DIST,DECLARATION,DECLARATION,True
DECL & ETC,DECLARATION,DECLARATION,True
DECL & NOTICE,DECLARATION,DECLARATION,True
DECL & P/ATTYS,DECLARATION,DECLARATION,True
DECL & QUIT CL,QUIT CLAIM,DECLARATION,False
DECL & RATIF,RATIFICATION,DECLARATION,False
DECL AGR F/EXP MIN I,OGM FILING,DECLARATION,False
DECL AGRMT F/ EXP MI,DECLARATION,DECLARATION,True
DECL AND NTC,DECLARATION,DECLARATION,True
DECL CHANGE DOMICILE,DECLARATION,DECLARATION,True
DECL CHNG DOMICILE,DECLARATION,DECLARATION,True
DECL CMPNT PR,DECLARATION,DECLARATION,True
DECL COMM PRO,NOTICE,DECLARATION,False
DECL COMM PRP,NOTICE,DECLARATION,False
DECL COMPNTS,DECLARATION,DECLARATION,True
DECL DEP PROP,DECLARATION,DECLARATION,True
DECL DISAB OF TRUSTE,DECLARATION,DECLARATION,True
DECL DIST DIV ETC,DECLARATION,DECLARATION,True
DECL EST CONDOMINIUM,NOTICE,DECLARATION,False
DECL ETC,DECLARATION,DECLARATION,True
DECL IMMOBLZ,DE-IMMOBILIZATION,DECLARATION,False
DECL IMMOBLZN & SEP,DE-IMMOBILIZATION,DECLARATION,False
DECL IN LIEU OF OPT,DECLARATION,DECLARATION,True
DECL IN LIEU OP AGRE,DECLARATION,DECLARATION,True
DECL IN LIEU OPERATI,DECLARATION,DECLARATION,True
DECL INDEMNITY & R/W,DECLARATION,DECLARATION,True
DECL INT,DECLARATION,DECLARATION,True
DECL INTEREST,DECLARATION,DECLARATION,True
DECL JUDG & CORR DON,CORRECTION,DECLARATION,False
DECL LEASE,DECLARATION,DECLARATION,True
DECL LIVING WILL,DECLARATION,DECLARATION,True
DECL MIN ROY INT&REN,OGM FILING,DECLARATION,False
DECL O/G LEASE,OGM LEASE,DECLARATION,False
DECL OF BLOCK,DECLARATION,DECLARATION,True
DECL OF COM PART,DECLARATION,DECLARATION,True
DECL OF COM PROP,DECLARATION,DECLARATION,True
DECL OF COVENANT,RESTRICTIONS,DECLARATION,False
DECL OF COVENANT & P,RESTRICTIONS,DECLARATION,False
DECL OF COVENANT&P/A,RESTRICTIONS,DECLARATION,False
DECL OF DE IMMOBLZN,DE-IMMOBILIZATION,DECLARATION,False
DECL OF DE-IMMOBLZN,DE-IMMOBILIZATION,DECLARATION,False
DECL OF DEATH OF CO-,OATH OF OFFICE,DECLARATION,False
DECL OF DEIMMOBLZN,DE-IMMOBILIZATION,DECLARATION,False
DECL OF DOMICILE,DECLARATION,DECLARATION,True
DECL OF DOMICILE & S,DECLARATION,DECLARATION,True
DECL OF DONA,DECLARATION,DECLARATION,True
DECL OF EMANC,DECLARATION,DECLARATION,True
DECL OF ENVIRONMENTA,DECLARATION,DECLARATION,True
DECL OF GRANT,DECLARATION,DECLARATION,True
DECL OF HOMESTEAD,DECLARATION,DECLARATION,True
DECL OF HOMESTED,DECLARATION,DECLARATION,True
DECL OF IMMBLZTN,DECLARATION,DECLARATION,True
DECL OF IMMBOIL,DECLARATION,DECLARATION,True
DECL OF IMMOB,DE-IMMOBILIZATION,DECLARATION,False
DECL OF IMMOBIL,DE-IMMOBILIZATION,DECLARATION,False
DECL OF IMMOBLZ,DE-IMMOBILIZATION,DECLARATION,False
DECL OF IMMOBLZN,DE-IMMOBILIZATION,DECLARATION,False
DECL OF IMMOBLZN & E,DE-IMMOBILIZATION,DECLARATION,False
DECL OF IMMOBLZN & P,DE-IMMOBILIZATION,DECLARATION,False
DECL OF IMMOBLZN & R,DE-IMMOBILIZATION,DECLARATION,False
DECL OF IMMOBLZN MAN,DE-IMMOBILIZATION,DECLARATION,False
DECL OF IMMOVBLE,DECLARATION,DECLARATION,True
DECL OF INT,DECLARATION,DECLARATION,True
DECL OF INTENT CHNGE,DECLARATION,DECLARATION,True
DECL OF INTEREST,DECLARATION,DECLARATION,True
DECL OF INTRST,DECLARATION,DECLARATION,True
DECL OF LEASE,DECLARATION,DECLARATION,True
DECL OF LSE,DECLARATION,DECLARATION,True
DECL OF MEETING,DECLARATION,DECLARATION,True
DECL OF O & G L,DECLARATION,DECLARATION,True
DECL OF O&G LEASE,OGM LEASE,DECLARATION,False
DECL OF O&GL,DECLARATION,DECLARATION,True
DECL OF OGL,DECLARATION,DECLARATION,True
DECL OF OGML,DECLARATION,DECLARATION,True
DECL OF OP AGRE,DECLARATION,DECLARATION,True
DECL OF OP AGREE,AGREEMENT,DECLARATION,False
DECL OF OWNERSHI,DECLARATION,DECLARATION,True
DECL OF OWNERSHIP,DECLARATION,DECLARATION,True
DECL OF OWNERSHP,DECLARATION,DECLARATION,True
DECL OF OWNRSHIP,DECLARATION,DECLARATION,True
DECL OF PAR PROP,DECLARATION,DECLARATION,True
DECL OF PARA REV,JUDGMENT,DECLARATION,False
DECL OF PARAPH,DECLARATION,DECLARATION,True
DECL OF PARAPHER,DECLARATION,DECLARATION,True
DECL OF PARAPHERNALI,DECLARATION,DECLARATION,True
DECL OF PARAPHN,DECLARATION,DECLARATION,True
DECL OF PARAPHTY,DECLARATION,DECLARATION,True
DECL OF PATENT,PATENT,DECLARATION,False
DECL OF PRESCRPT,DECLARATION,DECLARATION,True
DECL OF RELEASE,RELEASE,DECLARATION,False
DECL OF RESTRICT & P,RESTRICTIONS,DECLARATION,False
DECL OF RESTRICTIVE,RESTRICTIONS,DECLARATION,False
DECL OF RSRVTN,DECLARATION,DECLARATION,True
DECL OF SEISMIC PERM,DECLARATION,DECLARATION,True
DECL OF SEP PROP,DECLARATION,DECLARATION,True
DECL OF SEP PROP & W,NOTICE,DECLARATION,False
DECL OF SEP PROP ETC,DECLARATION,DECLARATION,True
DECL OF SEP PROP ORD,DECLARATION,DECLARATION,True
DECL OF SEP REVENUE,DECLARATION,DECLARATION,True
DECL OF SEPARATE PRO,DECLARATION,DECLARATION,True
DECL OF SUBLEASE,SUBORDINATION,DECLARATION,False
DECL OF TITLE,DECLARATION,DECLARATION,True
DECL OF TITLE & GRT,DECLARATION,DECLARATION,True
DECL OF TRUST,DECLARATION,DECLARATION,True
DECL OF UNIT,DECLARATION,DECLARATION,True
DECL OF UNIT & PLAT,MAP OR PLAT,DECLARATION,False
DECL OF UNITIZA,DECLARATION,DECLARATION,True
DECL OF USE,DECLARATION,DECLARATION,True
DECL OF USUFRUCT,USUFRUCT,DECLARATION,False
DECL OGL,DECLARATION,DECLARATION,True
DECL OGML,DECLARATION,DECLARATION,True
DECL OP AGREE,AGREEMENT,DECLARATION,False
DECL OPERATING AGREE,DECLARATION,DECLARATION,True
DECL OR TERM OF TRUS,DECLARATION,DECLARATION,True
DECL PRO,DECLARATION,DECLARATION,True
DECL PRO SEP PROP,NOTICE,DECLARATION,False
DECL PROD UNIT,NOTICE,DECLARATION,False
DECL PRP IMMVBL,DECLARATION,DECLARATION,True
DECL PRP PROP,DECLARATION,DECLARATION,True
DECL RESTRICT COVENA,RESTRICTIONS,DECLARATION,False
DECL RESTRICT ETC,RESTRICTIONS,DECLARATION,False
DECL RSVRTN,DECLARATION,DECLARATION,True
DECL SEISMIC OPT AGR,DECLARATION,DECLARATION,True
DECL SEL PROP,DECLARATION,DECLARATION,True
DECL SEP,DECLARATION,DECLARATION,True
DECL SEP OWNRSHP,NOTICE,DECLARATION,False
DECL SEP PROP,DECLARATION,DECLARATION,True
DECL SEP PROPERTY,DECLARATION,DECLARATION,True
DECL SEP PROPRTY,DECLARATION,DECLARATION,True
DECL SEP PRP,DECLARATION,DECLARATION,True
DECL SEPARATE PROP,DECLARATION,DECLARATION,True
DECL STIP MINERAL IN,OGM FILING,DECLARATION,False
DECL TITLE,DECLARATION,DECLARATION,True
DECL TITLE & GRANT M,NOTICE,DECLARATION,False
DECL TR DONA/WARR DE,DECLARATION,DECLARATION,True
DECL TRS ETC,DECLARATION,DECLARATION,True
DECL TRUST,DECLARATION,DECLARATION,True
DECL UNIT,DECLARATION,DECLARATION,True
DECL UNIT AG,AGREEMENT ,DECLARATION,False
DECL. SEP PRO.,DECLARATION,DECLARATION,True
DECL/ IMMOB,DECLARATION,DECLARATION,True
DECL/JT AGREE,DECLARATION,DECLARATION,True
DECL/PAR RELEASE,DECLARATION,DECLARATION,True
DECL/ROY CONVEY,CASH SALE,DECLARATION,False
DECLAR,DECLARATION,DECLARATION,True
DECLAR JUDG,DECLARATION,DECLARATION,True
DECLAR OF DOMICILE,DECLARATION,DECLARATION,True
DECLAR OF PARAPHERNA,DECLARATION,DECLARATION,True
DECLAR OF TITLE,DECLARATION,DECLARATION,True
DECLAR OP AGREE,DECLARATION,DECLARATION,True
DECLAR SEP PROP,DECLARATION,DECLARATION,True
DECLAR SEP REVENUES,DECLARATION,DECLARATION,True
DECLARA,DECLARATION,DECLARATION,True
DECLARA RESTRICT,DECLARATION,DECLARATION,True
DECLARATION OF TITLE,DECLARATION,DECLARATION,True
DECLARATION OF TRUST,DECLARATION,DECLARATION,True
DECLARATION OGL,DECLARATION,DECLARATION,True
DECLARATORY JUDG,DECLARATION,DECLARATION,True
DECLARED UNIT AG,DECLARATION,DECLARATION,True
DECLIN TRSTEE,DECLARATION,TRUST,False
DECLINATION OF INT,DECLARATION,AFFIDAVIT,False
DECLR & DESIGNA,NOTICE,DECLARATION,False
DECLR OF SEP PROP,DECLARATION,DECLARATION,True
DECREE,AGREEMENT,ORDER,False
DECREE OF TUTORSHIP,NOTICE,ORDER,False
DECREE TUTORSHP,NOTICE,ORDER,False
DED,CASH SALE,DEDICATION,False
DEDICA REVOCA,DEDICATION,DEDICATION,True
DEDICATION,DEDICATION,DEDICATION,True
DEDICATION & PLAT,DEDICATION,DEDICATION,True
DEDICATION & RESTRIC,DEDICATION,DEDICATION,True
DEDICATION R/W DONA,DEDICATION,DEDICATION,True
DEDICATION, RESTRICT,RESTRICTIONS,DEDICATION,False
DEDICTN & RESTRICTIO,RESTRICTIONS,DEDICATION,False
DEED,CASH SALE,CASH SALE,True
DEED & AFF,CASH SALE,CASH SALE,True
DEED & ASSIGN,ASSIGNMENT,CASH SALE,False
DEED & ASSIGN OGM,ASSIGNMENT,CASH SALE,False
DEED & ASSUMPTION,SALE & ASSUMPTION,CASH SALE,False
DEED & CONVEY,CASH SALE,CASH SALE,True
DEED & CONVEYANCE,CASH SALE,CASH SALE,True
DEED & CONVY,CASH SALE,CASH SALE,True
DEED & DECL IMMOBLZN,DE-IMMOBILIZATION,CASH SALE,False
DEED & ETC,CASH SALE,CASH SALE,True
DEED & ORDER,CASH SALE,CASH SALE,True
DEED & P/ATTY,POWER OF ATTORNEY,CASH SALE,False
DEED & PLAT,MAP OR PLAT,CASH SALE,False
DEED & R/W,CASH SALE,CASH SALE,True
DEED & R/WAY,CASH SALE,CASH SALE,True
DEED & RENUN,CASH SALE,CASH SALE,True
DEED & RESTRIC,RESTRICTIONS,CASH SALE,False
DEED & ROY TRAN,CASH SALE,CASH SALE,True
DEED & SALE,CASH SALE,CASH SALE,True
DEED & SALE,P/A,CASH SALE,CASH SALE,True
DEED & STIP INT,CASH SALE,CASH SALE,True
DEED & USUFRUCT,USUFRUCT,CASH SALE,False
DEED & WAIVER,WAIVER ,CASH SALE,False
DEED &RT 1ST REFU,CASH SALE,CASH SALE,True
DEED ASSIGN & BILL O,CASH SALE,CASH SALE,True
DEED ASSIGN & BILL S,CASH SALE,CASH SALE,True
DEED ASSIGN & SALE,ASSIGNMENT,CASH SALE,False
DEED ASSIGNMENT ETC,ASSIGNMENT,CASH SALE,False
DEED CONV & ASSIGN,ASSIGNMENT,CASH SALE,False
DEED CONVEY,CASH SALE,CASH SALE,True
DEED CONVEY ETC,CASH SALE,CASH SALE,True
DEED ETC,CASH SALE,CASH SALE,True
DEED ETC/PLAT,MAP OR PLAT,CASH SALE,False
DEED IN LIEU,CASH SALE,CASH SALE,True
DEED IN TERM OF TRUS,TERMINATION,CASH SALE,False
DEED IN TERM TR,TERMINATION,CASH SALE,False
DEED IN TRUST,TRUST ,CASH SALE,False
DEED JUDG,JUDGMENT,CASH SALE,False
DEED MINERAL SERV,OGM FILING,CASH SALE,False
DEED NON PARTIC TERM,TERMINATION,CASH SALE,False
DEED OF CONVEYANCE,CASH SALE,CASH SALE,True
DEED OF DIST,CASH SALE,CASH SALE,True
DEED OF DISTRBTN,CASH SALE,TRANSFER,False
DEED OF DISTRIB,CASH SALE,TRANSFER,False
DEED OF DISTRIBUTION,NOTICE,TRANSFER,False
DEED OF EXTENSION,NOTICE,AFFIDAVIT,False
DEED OF RELEASE,RELEASE,RELEASE,True
DEED OF TR,CASH SALE,TRANSFER,False
DEED OF TR & ETC,CASH SALE,TRANSFER,False
DEED OF TR & SEC AGR,AGREEMENT ,TRANSFER,False
DEED OF TR ETC,CASH SALE,TRANSFER,False
DEED OF TRANSFER,TRANSFER,TRANSFER,True
DEED OF TRANSFER TO,TRANSFER,TRANSFER,True
DEED OF TRUST,CASH SALE,TRUST,False
DEED OF TRUST & ETC,CASH SALE,TRUST,False
DEED OF TRUST & REQ,CASH SALE,TRUST,False
DEED OF TRUST ETC,CASH SALE,TRUST,False
DEED OF TRUST MTG ET,MORTGAGE,TRUST,False
DEED P/ATTY,POWER OF ATTORNEY,POWER OF ATTORNEY,True
DEED P/ATTY & PLAT,MAP OR PLAT,POWER OF ATTORNEY,False
DEED RATIF,RATIFICATION,RATIFICATION,True
DEED RESTRICT & PLAT,RESTRICTIONS,RESTRICTIONS,True
DEED RESTRICT/NOTICE,RESTRICTIONS,RESTRICTIONS,True
DEED RESTRICTIONS,RESTRICTIONS,RESTRICTIONS,True
DEED TO PARTNSHP,AGREEMENT,TRANSFER,False
DEED W/ ASSUMP,ASSUMPTION,ASSUMPTION,True
DEED W/O WARRANTY,CASH SALE,TRANSFER,False
DEED&RAT,CASH SALE,TRANSFER,False
